42;"2";;0;14:00;38:01;0;5;"";"OK Komenda";"SLO";5;"MŽ12";"MŽ12";2;;;;"";"";"";"0.00";0;"Kern";"Rok";;M;14:00;33:10;19:10;0;2069824;0;"";"Turk";"Nejc";;M;33:10;52:01;18:51;0;2069800;0;"";1;
41;"1";;0;14:00;44:01;0;5;"";"OK Komenda";"SLO";5;"MŽ12";"MŽ12";2;;;;"";"";"";"0.00";0;"Zupan";"Tilen";;M;14:00;30:04;16:04;0;2070917;0;"";"Gregorc";"Denis";;M;30:04;58:01;27:57;0;2069822;0;"";2;
40;"";;0;14:00;46:04;0;6;"";"OK Brežice";"SLO";5;"MŽ12";"MŽ12";2;;;;"";"";"";"0.00";0;"Jevševar";"Martin";;M;14:00;29:54;15:54;0;2077853;0;"";"Hribar";"Timotej";;M;29:54;1:00:04;30:10;0;406722;0;"";3;
44;"1";;0;14:00;50:50;0;3;"";"OK Tivoli";"SLO";5;"MŽ12";"MŽ12";2;;;;"";"";"";"0.00";0;"Ferenc";"Zala";;M;14:00;45:28;31:28;0;445684;0;"";"Kunc";"Matevž";;M;45:28;1:04:50;19:22;0;2050437;0;"";4;
45;"2";;0;14:00;51:40;0;3;"";"OK Tivoli";"SLO";5;"MŽ12";"MŽ12";2;;;;"";"";"";"0.00";0;"Ferenc";"Tinka";;M;14:00;45:40;31:40;0;442838;0;"";"Luka";"Seljak";;M;45:40;1:05:40;20:00;0;2069816;0;"";5;
43;"3";;0;14:00;;1;5;"";"OK Komenda";"SLO";5;"MŽ12";"MŽ12";2;;;;"";"";"";"0.00";0;"Grum";"Anka";;M;14:00;;;1;2069799;0;"";"Grum";"Miklavž";;M;;;;1;2069821;0;"";;
33;"";;0;2:00;1:51:20;0;2;"";"OK Azimut";"SLO";6;"Ž21";"Ž21";2;;;;"";"";"";"0.00";0;"Jeram";"Nuša";;M;2:00;56:14;54:14;0;2052392;0;"";"Gantar";"Lara";;M;56:14;1:53:20;57:06;0;2077619;0;"";1;
34;"1";;0;2:00;2:02:50;0;5;"";"OK Komenda";"SLO";6;"Ž21";"Ž21";2;;;;"";"";"";"0.00";0;"Jezeršek";"Polona";;M;2:00;1:02:46;1:00:46;0;2034095;0;"";"Ravnikar";"Monika";;M;1:02:46;2:04:50;1:02:04;0;9002007;0;"";2;
31;"1";;0;2:00;2:06:32;0;8;"";"KOK";"SLO";6;"Ž21";"Ž21";2;;;;"";"";"";"0.00";0;"Drevenšek";"Suzana";;M;2:00;1:17:58;1:15:58;0;886210;0;"";"Flerin";"Mojca";;M;1:17:58;2:08:32;50:34;0;1404141;0;"";3;
38;"";;0;2:00;2:16:39;0;1;"";"OK Polaris";"SLO";6;"Ž21";"Ž21";2;;;;"";"";"";"0.00";0;"Foški";"Tajda";;M;2:00;1:11:49;1:09:49;0;1205995;0;"";"Foški";"Brina";;M;1:11:49;2:18:39;1:06:50;0;1401548;0;"";4;
37;"";;0;2:00;2:16:46;0;4;"";"ŠOK";"SLO";6;"Ž21";"Ž21";2;;;;"";"";"";"0.00";0;"Jerca";"Bernik";;M;2:00;57:19;55:19;0;520523;0;"";"Plavčak";"Ana";;M;57:19;2:18:46;1:21:27;0;2045587;0;"";5;
36;"";;0;2:00;2:57:55;0;3;"";"OK Tivoli";"SLO";6;"Ž21";"Ž21";2;;;;"";"";"";"0.00";0;"Dovč";"Katja";;M;2:00;1:51:08;1:49:08;0;2065593;0;"";"Pribaković";"Borštnik";;M;1:51:08;2:59:55;1:08:47;0;406886;0;"";6;
32;"2";;0;2:00;3:35:51;0;8;"";"KOK";"SLO";6;"Ž21";"Ž21";2;;;;"";"";"";"0.00";0;"Kmetec";"Barbara";;M;2:00;1:33:32;1:31:32;0;1408132;0;"";"Pretnar";"Irma";;M;1:33:32;3:37:51;2:04:19;0;1398945;0;"";7;
35;"2";;0;2:00;;3;5;"";"OK Komenda";"SLO";6;"Ž21";"Ž21";2;;;;"";"";"";"0.00";0;"Vuga";"Seljak";;M;2:00;2:05:01;2:03:01;0;2056924;0;"";"Pavlinič";"Barbara";;M;2:05:01;3:55:49;1:50:48;3;438998;0;"";;
55;"";;0;14:00;1:42:40;0;1;"";"OK Polaris";"SLO";7;"Ž35";"Ž35";2;;;;"";"";"";"0.00";0;"Marija";"Brecelj";;M;14:00;1:02:48;48:48;0;50289;0;"";"Foški";"Mojca";;M;1:02:48;1:56:40;53:52;0;1401618;0;"";1;
47;"";;0;14:00;1:51:10;0;5;"";"OK Komenda";"SLO";7;"Ž35";"Ž35";2;;;;"";"";"";"0.00";0;"Zupan";"Romana";;M;14:00;1:08:59;54:59;0;2070919;0;"";"Hacin";"Kölner";;M;1:08:59;2:05:10;56:11;0;2052385;0;"";2;
52;"1";;0;14:00;1:11:09;0;5;"";"OK Komenda";"SLO";8;"Ž16";"Ž16";2;;;;"";"";"";"0.00";0;"Pogačar";"Ana";;M;14:00;56:33;42:33;0;2052388;0;"";"Zavrl";"Zala";;M;56:33;1:25:09;28:36;0;2052381;0;"";1;
53;"2";;0;14:00;1:44:22;0;5;"";"OK Komenda";"SLO";8;"Ž16";"Ž16";2;;;;"";"";"";"0.00";0;"Patricija";"Primožič";;M;14:00;55:37;41:37;0;2069791;0;"";"Ravnikar";"Nika";;M;55:37;1:58:22;1:02:45;0;2052394;0;"";2;
51;"";;0;14:00;1:47:20;0;2;"";"OK Azimut";"SLO";8;"Ž16";"Ž16";2;;;;"";"";"";"0.00";0;"Razpet";"Deja";;M;14:00;1:19:44;1:05:44;0;2077602;0;"";"Poljanšek";"Nika";;M;1:19:44;2:01:20;41:36;0;422530;0;"";3;
50;"";;0;14:00;;3;11;"";"MIX";"SLO";8;"Ž16";"Ž16";2;;;;"";"";"";"0.00";0;"Tina";"Kern";;M;14:00;55:23;41:23;3;2069809;0;"";"Tušar";"Teja";;M;55:23;1:45:32;50:09;0;2069843;0;"";;
48;"";;0;14:00;;2;1;"";"OK Polaris";"SLO";8;"Ž16";"Ž16";2;;;;"";"";"";"0.00";0;"Anja";"Škarabot";;M;14:00;1:20:14;1:06:14;0;253346;0;"";"Anderluh";"Katarina";;M;1:20:14;;;2;406896;0;"";;
54;"";;0;14:00;;2;11;"";"MIX";"SLO";8;"Ž16";"Ž16";2;;;;"";"";"";"0.00";0;"Ferenc";"Julija";;M;14:00;1:02:53;48:53;0;435642;0;"";"Jevševar";"Jedert";;M;1:02:53;;;1;2050470;0;"";;
110;"";;0;14:00;;1;2;"";"OK Azimut";"SLO";10;"Odprta";"Odprta";1;;;;"";"";"";"0.00";0;"Poljanšek Marjanca";"";;M;14:00;;;1;406854;0;"";;
103;"";;0;14:00;48:31;0;3;"";"OK Tivoli";"SLO";11;"Začetn";"Začetniška";1;;;;"";"";"";"0.00";0;"Jurca";"Maja";;M;14:00;1:02:31;48:31;0;2065594;0;"";1;
100;"";;0;14:00;54:44;0;5;"";"OK Komenda";"SLO";11;"Začetn";"Začetniška";1;;;;"";"";"";"0.00";0;"Zupan Lara";"";;M;14:00;1:08:44;54:44;0;2070918;0;"";2;
102;"";;0;14:00;29:21;0;3;"";"OK Tivoli";"SLO";12;"Otrošk";"Otroška";1;;;;"";"";"";"0.00";0;"Ferenc";"Martin";;M;14:00;43:21;29:21;0;2088832;0;"";1;
